Source,Target,Weight
data science,health care,187
data science,information privacy,116
data science,internet privacy,164
data science,medicine,254
data science,open data,35
data science,operating system,277
data science,pathology,166
data science,popularity,18
data science,psychology,188
data science,social media,25
data science,social psychology,65
data science,transparency (behavior),78
data sharing,economic growth,17
data sharing,economics,33
data sharing,health care,46
data sharing,information privacy,61
data sharing,internet privacy,58
data sharing,medicine,178
data sharing,open data,24
data sharing,operating system,43
data sharing,pathology,177
data sharing,popularity,4
data sharing,psychology,30
data sharing,social psychology,8
data sharing,transparency (behavior),24
data sharing,world wide web,67
economic growth,economics,277
economic growth,health care,185
economic growth,information privacy,30
economic growth,internet privacy,51
economic growth,medicine,100
economic growth,operating system,53
economic growth,pathology,52
economic growth,popularity,3
economic growth,psychology,32
economic growth,social media,6
economic growth,social psychology,6
economic growth,transparency (behavior),13
economic growth,world wide web,65
economics,health care,192
economics,information privacy,48
economics,internet privacy,77
economics,medicine,141
economics,open data,5
economics,operating system,118
economics,pathology,78
economics,popularity,4
economics,psychology,78
economics,social media,6
economics,social psychology,25
economics,transparency (behavior),35
economics,world wide web,120
health care,information privacy,58
health care,open data,4
health care,pathology,103
health care,psychology,108
health care,social media,7
health care,social psychology,21
health care,world wide web,81
information privacy,internet privacy,234
information privacy,medicine,79
information privacy,open data,12
information privacy,operating system,75
information privacy,pathology,62
information privacy,popularity,8
information privacy,psychology,34
information privacy,social media,5
information privacy,social psychology,11
information privacy,transparency (behavior),32
information privacy,world wide web,62
internet privacy,open data,16
internet privacy,pathology,90
internet privacy,popularity,15
internet privacy,psychology,124
internet privacy,social media,33
internet privacy,social psychology,48
internet privacy,transparency (behavior),43
internet privacy,world wide web,260
medicine,open data,24
medicine,operating system,127
medicine,pathology,398
medicine,popularity,7
medicine,psychology,182
medicine,social media,11
medicine,social psychology,45
medicine,transparency (behavior),53
medicine,world wide web,149
open data,operating system,8
open data,pathology,23
open data,psychology,11
open data,social psychology,4
open data,transparency (behavior),13
open data,world wide web,45
operating system,pathology,79
operating system,popularity,8
operating system,psychology,91
operating system,social media,3
operating system,social psychology,34
operating system,world wide web,222
pathology,popularity,5
pathology,psychology,73
pathology,social media,6
pathology,social psychology,13
pathology,transparency (behavior),31
pathology,world wide web,104
popularity,psychology,32
popularity,social psychology,31
popularity,world wide web,13
psychology,social media,15
psychology,social psychology,227
psychology,transparency (behavior),47
psychology,world wide web,114
social media,social psychology,5
social media,transparency (behavior),5
social media,world wide web,53
social psychology,transparency (behavior),14
social psychology,world wide web,38
transparency (behavior),world wide web,42
alternative medicine,astronomy,18
alternative medicine,best practice,12
alternative medicine,computer network,32
alternative medicine,data collection,14
alternative medicine,engineering,50
alternative medicine,government (linguistics),11
alternative medicine,incentive,7
alternative medicine,knowledge management,50
alternative medicine,knowledge sharing,4
alternative medicine,law,101
alternative medicine,linguistics,16
alternative medicine,microeconomics,8
alternative medicine,open_science,19
alternative medicine,philosophy,31
alternative medicine,physics,29
alternative medicine,political science,113
alternative medicine,public relations,39
alternative medicine,reuse,4
