Id,Frequency
Wardani Muhamad,1
Chetna Laroiya,1
Deepika Saxena,1
C. Komalavalli,1
Dagmawit Tadesse Aga,1
Rakesh Chintanippu,1
Rawshan Ara Mowri,1
Madhuri Siddula,1
Chao Ren,1
Rudai Yan,2
Huihui Zhu,2
Minrui Xu,2
Yuan Shen,1
Yan Xu,1
Ming Xiao,1
Zhao Yang Dong,3
Mikael Skoglund,1
Dusit Niyato,9
L. C. Kwek,2
Sheikh Imroza Manzoor,1
Sanjeev Jain,1
Yashwant Singh,3
Harvinder Singh,1
David Chen,1
Nanda Rani,3
Bikash Saha,3
Sandeep K. Shukla,3
Miles Brundage,3
Shahar Avin,4
Jack Clark,1
Helen Toner,1
Peter Eckersley,1
Ben Garfinkel,2
"Dafoe, Allen",1
Paul Scharre,1
Thomas Zeitzoff,1
Bobby Filar,1
Hyrum S. Anderson,2
Heather M. Roff,1
Gregory C. Allen,1
Jacob Steinhardt,1
Carrick Flynn,1
Seán Ó hÉigeartaigh,2
SJ Beard,1
Haydn Belfield,1
Sebastian Farquhar,2
Clare Lyle,1
Rebecca Crootof,1
Owain Evans,1
Michael Le Page,1
Joanna J. Bryson,1
Roman V. Yampolskiy,1
Dario Amodei,2
Johanna Cohoon,1
Rina Arum Prastyanti,2
Rezi Rezi,1
Istiyawati Rahayu,1
Lubna Luxmi Dhirani,1
Noorain Mukhtiar,2
Bhawani Shankar Chowdhry,1
Thomas Newe,1
Nikita Bhatt,1
Nirav Bhatt,1
Purvi Prajapati,1
Vishal Sorathiya,1
Samah Alshathri,1
Walid El‐Shafai,2
Zeju Cai,1
Jianguo Chen,1
Yuting Fan,1
Zibin Zheng,5
Karen Renaud,7
Wendy Goucher,1
Aws Naser Jaber,1
Ioannis Koufos,1
Maria Christopoulou,1
Raseena M. Haris,1
Khaled M. Khan,2
Armstrong Nhlabatsi,1
Macrina P. Lazo,1
Ryan Ebardo,1
Erwin Rimban,1
James V. Lacey,1
Nadia T. Chung,1
Paul Hughes,1
Jennifer L. Benbow,1
Christine Duffy,1
Kristen E. Savage,1
Emma S. Spielfogel,1
Sophia Wang,1
Marı́a Elena Martı́nez,1
Sandeep Chandra,1
Anayo Chukwu Ikegwu,1
Uzoma Rita Alo,1
Henry Friday Nweke,1
Masoud Khanmohamadi,1
Marco Guerrieri,1
Emil Uffelmann,1
Qin Qin Huang,1
Nchangwi Syntia Munung,1
Jantina de Vries,3
Yukinori Okada,1
Alicia R. Martin,1
Hilary C. Martin,1
Tuuli Lappalainen,1
Daniëlle Posthuma,1
Christine Suver,1
Adrian Thorogood,2
Megan Doerr,3
John Wilbanks,2
Bartha Maria Knoppers,6
Felipe Henao,1
Robert Edgell,1
Ambar Sharma,1
Jeffrey Olney,1
Chamani Shiranthika,1
Parvaneh Saeedi,1
Ivan V. Bajić,1
Brady Benjamin Aiello,1
Md Ahadul Islam,1
Shafiqul Islam Fakir,1
Seaam Bin Masud,1
Md. Deluar Hossen,1
Md Islam,2
Md Rafiuddin Siddiky,1
Rahool Dembani,1
Ioannis Karvelas,1
Nur Arifin Akbar,1
Stamatia Rizou,1
Domenico Tegolo,1
Spyros Fountas,1
Lo’ai Tawalbeh,2
Fadi Muheidat,1
Mais Tawalbeh,1
Muhannad Quwaider,1
Anil Kumar G.,1
C P Shantala,1
Plabon Bhandari Abhi,1
Kristelle Ann R. Torres,1
Tao Yusoff,1
K. Samunnisa,3
Tariq K. Alhasan,1
Vinden Wylde,1
Nisha Rawindaran,4
John Lawrence,1
Rushil Balasubramanian,1
Edmond Prakash,3
Ambikesh Jayal,3
Imtiaz Khan,2
Chaminda Hewage,6
Jon Platts,1
Mitra Madanchian,1
Hamed Taherdoost,3
Richard Dreyling,1
Eric Jackson,1
Ingrid Pappel,1
Bareq Lami,1
Safinaz Mohd Hussein,1
Ramalinggam Rajamanickam,1
Grace Kaka Emmanuel,1
Katherine Brown,2
Chao Yan,2
Zhuohang Li,3
Xinmeng Zhang,2
Benjamin Collins,2
You Chen,2
Ellen Wright Clayton,4
Murat Kantarcıoğlu,4
Yevgeniy Vorobeychik,3
Enrico Cambiaso,1
Luca Caviglione,3
Zhibo Zhang,1
Hussam Al Hamadi,1
Ernesto Damiani,4
Chan Yeob Yeun,4
Fatma Taher,1
Niharika Keshari,1
Dinesh Kumar Singh,1
Ashish Kumar Maurya,1
Sokratis Nifakos,3
Krishna Chandramouli,2
Charoula Konstantina Nikolaou,1
Panagiotis Papachristou,2
Sabine Koch,1
Emmanouil Panaousis,5
Stefano Bonacina,2
Nicola Rieke,1
Jonny Hancox,1
Wenqi Li,1
Fausto Milletarì,1
Holger R. Roth,1
Shadi Albarqouni,1
Spyridon Bakas,3
Mathieu N. Galtier,1
Bennett A. Landman,1
Klaus Maier-Hein,1
Sébastien Ourselin,1
Micah Sheller,3
Ronald M. Summers,2
Andrew Trask,1
Daguang Xu,2
Maximilian Baust,1
M. Jorge Cardoso,2
Pang‐Wei Tsai,1
Chu‐Sing Yang,1
Ankit Soni,1
Raksha Upadhyay,1
Abhay Kumar,1
Zakarya A. Alzamil,1
Wei Jeng,2
Daqing He,1
Debesh Jha,2
Görkem Durak,1
Vanshali Sharma,2
Elif Keleş,2
Vedat Çiçek,1
Zheyuan Zhang,2
Abhishek Srivastava,1
Ashish Rauniyar,2
Desta Haileselassie Hagos,2
Nikhil Kumar Tomar,2
Frank H. Miller,1
Ahmet E. Topcu,4
Anis Yazidi,3
Jan Erik Håkegård,1
Ulaş Bağcı,2
Gyeonggeon Lee,1
Lehong Shi,1
Ehsan Latif,1
Yizhu Gao,1
Arne Bewersdorff,1
Matthew Nyaaba,1
Shuchen Guo,1
Zhengliang Liu,3
Gengchen Mai,3
Tianming Liu,3
Xiaoming Zhaı,1
Nishat Koti,1
Mahak Pancholi,1
Arpita Patra,1
Ajith Suresh,1
Ville Vakkuri,2
Kai‐Kristian Kemell,2
Joel Tolvanen,1
Marianna Jantunen,1
Erika Halme,1
Pekka Abrahamsson,2
Maroua Drissi,1
Mithun Mukherjee,1
Helge Janicke,7
Alessandra Calvi,1
Gianclaudio Malgieri,5
Dimitris Kotzinos,1
Ali VatankhahBarenji,1
Yaling Zhang,1
M Bhavsingh,5
Farah-Emma Braiteh,1
Francesca Bassi,1
Rida Khatoun,1
Shaswata Mitra,2
Trisha Chakraborty,1
Subash Neupane,3
Aritran Piplai,1
Victor Galaz,1
Miguel Ángel Centeno,1
Peter W. Callahan,1
Amar Causevic,1
Thayer Patterson,1
Irina Brass,2
Seth D. Baum,1
Darryl Farber,1
Joern Fischer,1
David García,1
Timon McPhearson,2
Daniel Jiménez,1
B. R. King,1
Paul Larcey,1
Karen Levy,2
Marianne A. Azer,3
Rasha Samir,1
Federico Del Giorgio Solfa,1
Fernando Rogelio Simonato,1
Nan Sun,4
Ming Ding,3
Jiaojiao Jiang,1
Weikang Xu,1
Xiaoxing Mo,1
Yonghang Tai,1
Jun Zhang,2
Veena Dubal,1
Tinyiko Vivian Dube,1
Markus Suhr,1
Christoph U. Lehmann,1
Christian R. Bauer,1
Tom Bender,1
C. Knopp,1
Luca Freckmann,1
B. Öst Hansen,1
Christian Henke,1
Georg Aschenbrandt,1
Lea K. Kühlborn,1
Sophia Rheinländer,1
Linus Weber,1
Bartlomiej Marzec,1
Marcel Hellkamp,1
Philipp Wieder,1
Ulrich Sax,2
Harald Kusch,1
Sara Y. Nussbeck,1
Ijaz Ahmed,1
Abdul Basit,1
Muhammad Ahmad,1
Mohammad AlMuhaini,1
Muhammad Khalid,1
Jaime C. Acosta,1
Anjon Basak,1
Christopher Kiekintveld,1
Nandi Leslie,1
Maraj Uddin Ahmed Siddiqui,1
Khairul Akram Zainol Ariffin,2
Shehu Mohammed,1
Neha Malhotra,2
Abubakar Wakili,1
Sara Bakkali,1
Prakoso Bhairawa Putera,1
Rostiena Pasciana,1
Selin Akgün,1
Christine Greenhow,1
Zhiyi Cheng,1
Xiatian Zhu,1
Shaogang Gong,1
Kamran Shaukat,1
Suhuai Luo,1
Vijay Varadharajan,1
Ibrahim A. Hameed,1
Min Xu,1
Mohd Asad Siddiqui,1
Thomas H. Davenport,1
Abhijit Guha,1
Dhruv Grewal,2
Timna Breßgott,1
Raquel Teixeira,1
Julia Nadine Doetsch,1
Benediktus Rolando,1
Herry Mulyono,1
Gil Appel,1
Lauren Grewal,1
Rhonda Hadi,1
Andrew T. Stephen,1
Khizar Hameed,1
Ranesh Kumar Naha,2
Faisal Hameed,1
Qian Guo,1
Wei Chen,3
Huaiyu Wan,1
Yao Chen,1
Shan Huang,2
Wensheng Gan,1
Gengsen Huang,1
Yongdong Wu,1
Liehuang Zhu,1
Baokun Zheng,1
Meng Shen,1
Shui Yu,3
Feng Gao,2
Hongyu Li,1
Kexin Shi,1
Keke Gai,2
Sobhy M. Abdelkader,3
Sammy Kinga,2
Emmanuel Ebinyu,1
Jeremiah Amissah,3
Geofrey Mugerwa,2
Ibrahim B. M. Taha,1
Diaa‐Eldin A. Mansour,2
Chaoyu Ren,1
Yüan Shen,1
"Xu, Yan",1
"Xiao, Ming",1
"Skoglund, Mikael",1
Jorge Buele,1
Leonel Llerena-Aguirre,1
Jorge Andrés Brito,1
José Ignacio Moreno,1
Luis M. Contreras,1
Manuel Álvarez-Campana,1
Marta Blanco Caamaño,1
Swimpy Pahuja,1
Navdeep Goel,2
Elvira Ismagilova,2
David L. Hughes,1
Jamie Carlson,1
Raffaele Filieri,1
Jenna Jacobson,1
Varsha Jain,1
Heikki Karjaluoto,1
Hajer Kéfi,1
Vikram Kumar,1
Mohammad M. Rahman,1
Philipp A. Rauschnabel,2
Jennifer Rowley,1
Jari Salo,2
Gina A. Tran,1
Yichuan Wang,3
Jay Jacobs,1
Sasha Romanosky,2
Ben Edwards,1
Idris Adjerid,2
Michael Roytman,1
Aadhitya Sriram,1
Kalpana Ramachandran,1
Sriram Krishnamoorthy,1
Markus Wolfien,1
Najia Ahmadi,1
Kai Fitzer,1
Sophia Grummt,1
Kilian-Ludwig Heine,1
Ian-C. Jung,1
Dagmar Krefting,1
Andreas N. Kuhn,1
Yuan Peng,1
Ines Reinecke,1
Julia Scheel,1
Tobias Schmidt,1
Paul Schmücker,1
Christina Schüttler,1
Dagmar Waltemath,2
Michéle Zoch,1
Martin Sedlmayr,2
Jonás Carmona‐Pírez,1
Beatriz Poblador‐Plou,1
Antonio Poncel-Falcó,1
Jessica Rochat,1
Celia Álvarez-Romero,1
Alicia Martínez-García,1
Carmen Angioletti,1
Marta Almada,1
Mert Gençtürk,2
Ali Anıl Sınacı,2
Jara Eloísa Ternero-Vega,1
Christophe Gaudet-Blavignac,3
Christian Lovis,4
Rosa Liperoti,1
Elı́sio Costa,1
Carlos Luís Parra-Calderón,2
Aída Moreno-Juste,1
Antonio Gimeno‐Miguel,1
Alexandra Prados‐Torres,1
Mohammed Saleh Al‐Dhubaibi,1
Ghada Farouk Mohammed,1
Lina Mohammed Atef,1
Saleh Salem Bahaj,1
Ahmed Mohammed Al‐Dhubaibi,1
Ahmad Mohammed Bukhari,1
Ruyue Xin,1
Jingye Wang,1
Peng Chen,2
Zhiming Zhao,1
Md Mamunur Rashid,1
Yong Xiang,1
Md Palash Uddin,1
Jine Tang,1
Keshav Sood,1
Longxiang Gao,1
Anh-Tu Tran,1
The-Dung Luong,1
Van‐Nam Huynh,1
Shuroug A. Alowais,1
Sahar S. Alghamdi,1
Nada Alsuhebany,1
Tariq Alqahtani,1
Abdulrahman Alshaya,1
Sumaya N. Almohareb,1
Atheer Aldairem,1
Mohammed Alrashed,1
Khalid Bin Saleh,1
Hisham A. Badreldin,2
Majed S. Al Yami,1
Shmeylan Al Harbi,1
Abdulkareem Albekairy,1
Yulia Cherdantseva,1
Pete Burnap,5
Andrew Blyth,1
Peter Eden,1
Kevin Jones,1
Hugh Soulsby,1
Kristan Stoddart,1
Leonor Fayos de Arizón,1
Elizabeth Viera,1
Melissa Pilco Teran,1
Alexandre Perera-Lluna,1
Gabriel de Maeztu,1
Anna Nicolau,1
Mónica Furlano,1
Roser Torrá,1
Ebinyu Emmanuel,1
Mohit Bajaj,3
Vojtěch Blažek,2
Lukáš Prokop,1
Vasileios Gkioulos,5
Sokratis Katsikas,3
Roya Morshedi,1
S. Mojtaba Matinkhah,1
David Balenson,1
Terry Benzel,1
Eric Eide,1
David S. Emmerich,1
David Johnson,1
Jelena Mirković,1
Laura Tinnel,1
Kazi Ahmed Farhan,1
A B M Asadullah,1
Hari Priya Kommineni,2
Pavan Kumar Gade,1
S.S. Venkata,1
David B. Olawade,3
Jennifer Teke,1
Khadijat Adeleye,1
Kusal Weerasinghe,1
Momudat Maidoki,1
Aanuoluwapo Clement David-Olawade,3
Wenbo Shi,1
Tracy Harwood,1
Vanja Bogicevic,1
Srikanth Beldona,1
Charles F. Hofacker,1
Youssef Mohamed,1
Ahmed M. Anter,1
Ahmed B. Zaky,1
Ashraf Odeh,1
Shadi R.Masadeh,1
Ahmad Azzazi,1
Imran Makhdoom,4
Mehran Abolhasan,3
Wei Ni,3
Luciano Floridi,23
Niki O’Brien,2
Roberto Fernández Crespo,1
Fiona O’Driscoll,1
Mabel Prendergast,1
Deeph Chana,1
Raghu Raman,4
Adıtya Kumar Sahu,1
Vinith Kumar Nair,1
Prema Nedungadi,2
Ana Maria Căvescu,1
Nirvana Popescu,1
Luis Angel D. Bathen,1
Gökay Saldamlı,1
Xiaoyan Sun,1
Thomas H. Austin,1
Alex Nelson,1
Fendy Santoso,1
Anthony Finn,1
Alex Withers,1
Brian Bockelman,1
Derek Weitzel,1
Duncan Brown,1
Jeff Gaynor,1
Jim Basney,1
Todd Tannenbaum,1
Zach Miller,1
Yanghe Pan,2
Ruidong Li,1
Erkan Acar,1
Youmna Deiri,1
Fatih Yigit,1
Abir S. Al-Harrasi,1
Abdul Khalique Shaikh,1
Ali H. Al‐Badi,1
Wajdi Alhakami,3
Abdullah Baz,3
Hosam Alhakami,3
Masood Ahmad,2
Raees Ahmad Khan,5
Adnan Mahmood,1
Quan Z. Sheng,1
Joseph Oloyede,1
Sherali Zeadally,2
Erwin Adi,1
Zubair Baig,2
Imran Ali Khan,1
Bo Wen,1
Paul Jen‐Hwa Hu,1
Mohammadreza Ebrahimi,2
Hsinchun Chen,4
Marc Ghanem,1
Abdul Karim Ghaith,1
Mohamad Bydon,1
Blake Murdoch,1
Ansam Khraisat,2
Ammar Alazab,2
Tarun Kumar Vashishth,1
Vikas Sharma,1
Barkha Samania,1
Rajeev Sharma,1
Savita Singh,1
Pooja Jajoria,1
Aaradhana Rukadikar,1
Komal Khandelwal,1
Amber Hankins,1
Tapadhir Das,1
David Feil-Seifer,1
Milton Ricardo Ospina Díaz,1
Kelly Johanna Zambrano Ospina,1
"Durak, Gorkem",1
"Cicek, Vedat",1
"Srivastava, Abhishek",1
"Miller, Frank H.",1
"Håkegård, Jan Erik",1
Nusrat Samia,1
Sajal Saha,1
Anwar Haque,1
Urfa Khairatun Hisan,1
Muhammad Miftahul Amri,1
Răzvan Bocu,1
Dorin Bocu,1
Maksim Iavich,1
Barr-Kumarakulasinghe Cheryl,1
Boon‐Kwee Ng,1
Angel N. Desai,1
Pierre Nouvellet,1
Sangeeta Bhatia,1
Anne Cori,1
Britta Lassmann,1
Malek Al‐Zewairi,2
Sufyan Almajali,2
Moussa Ayyash,2
Mohamed Rahouti,2
Fernando Martinez Lopez,1
Nordine Quadar,1
G. Yugeshwaran,1
Sathish Kumar,2
D. Angeline Benitta,1
Sherin Eliyas,1
Sanju Rajan,1
Nadjia Madaoui,1
Rachid Ejjami -,3
Dimitrios Sargiotis,1
Cheng‐Xiang Wang,1
Xiaohu You,3
Xiqi Gao,1
Xiuming Zhu,1
Zixin Li,1
Chuan Zhang,1
Haiming Wang,1
Yongming Huang,2
Yunfei Chen,1
Harald Haas,1
John Thompson,1
Erik G. Larsson,1
Marco Di Renzo,2
Wen Tong,1
Peiying Zhu,1
Xuemin Shen,2
Lajos Hanzo,2
Sabina Baraković,1
Jasmina Baraković Husić,1
Pragati Rana,1
B. P. Patil,1
Silvia García-Méndez,1
Francisco de Arriba-Pérez,1
Andrea Corsini,1
Shanchieh Jay Yang,2
Giovanni Apruzzese,2
Stefano Ortolani,1
Mauro Conti,5
Bruno Crispo,1
Roberto Di Pietro,2
Tang Gui,1
Wuzheng Tan,1
Mei Cai,1
Lada Timotijević,1
Indira Carr,1
Javier de la Cueva González-Cotera,1
Tome Eftimov,1
Charo Hodgkins,1
Barbara Koroušić Seljak,1
Bent Egberg Mikkelsen,1
T. Selnes,1
Pieter van’t Veer,1
Karin L. Zimmermann,1
Musidiansyah Otto Syaidina,1
Rifqi Fahrudin,1
Indah Ainun Mutiara,1
Anurag Sinha,1
Den Whilrex Garcia,1
Biresh Kumar,1
Pallab Banerjee,1
David Fernández Llorca,1
Ronan Hamon,1
H. Junklewitz,1
Kathrin Grosse,2
Lars Kunze,1
Patrick Seiniger,1
Robert Swaim,1
Nick Reed,1
Alexandre Alahi,3
Emília Gómez,1
Ignacio Sánchez,1
Ákos Kriston,1
Ahmed E. Elshafey,1
Mohammed R. Anany,1
Amr S. Mohamed,1
Nourhan Sakr,1
Sherif G. Aly,2
Manosij Ghosh,1
Katrijn Broothaerts,1
Steven Ronsmans,1
Ingrid Barcena Roig,1
Jef Scheepers,1
Mustafa Dikmen,1
Emily R. Ciscato,1
Carolina Blanch,1
Michelle Plusquin,1
Unni C. Nygaard,1
Camilla Sandal Sejbæk,1
Karin Sørig ­Hougaard,1
Peter Hoet,1
Rosalind Searle,2
Marc Dupuis,3
Jamil Afzal,1
Aziz Sheikh,1
Michael Anderson,3
Sarah Albala,1
Barbara Casadei,2
Bryony Dean Franklin,1
Mike Richards,1
David Taylor,1
Holly Tibble,1
Elías Mossialos,4
Guan Wang,2
Charlie Xiaoqian Dang,1
Z. Y. Zhou,1
Jennifer Kaari,1
James P. Takona,1
Clet Boudehenn,1
Jean-Christophe Cexus,1
Ramla Abdelkader,1
Maxence Lannuzel,1
Olivier Jacq,1
David Brosset,1
Abdel‐Ouahab Boudraa,1
Geunho Choi,1
Won Chul,1
Se Uk Lee,1
Soo-Yong Shin,3
José van Dijck,2
NSM Rajeev Bhargava,1
Narasimha Rao Bommela,1
Nicola Capuano,1
Giuseppe Fenza,1
Vincenzo Loia,2
Claudio Stanzione,1
Vikas Hassija,5
Vinay Chamola,7
Vikas Saxena,1
Divyansh Jain,1
Pranav Goyal,1
Biplab Sikdar,3
Kudirat Bukola Adeusi,2
Prisca Amajuoyi,2
Lucky Bamidele Benjami,1
Yustus Eko Oktian,1
Thi-Thu-Huong Le,1
Uk Jo,1
Agus Mahardika Ari Laksmono,1
Howon Kim,3
Ian R. Blakesley,1
Anca C. Yallop,1
Ricardo M. Czekster,1
Charles Morisset,1
Aad van Moorsel,2
John C. Mace,1
Walter A. Bassage,1
John A. Clark,1
Nandhini Mahesh,1
Zeeshan Siddiqui,1
Omar Tayan,1
Muhammad Khurram Khan,5
Katrin Franke,1
André Årnes,1
Mahbuba Ferdowsi,1
Mahmudul Hasan,2
Wafa Habib,1
Arpita Nusrat,1
Jasni Mohamad Zain,2
Mohamed Lachgar,1
M. Bhavsingh,5
B. Pannalal,2
G Prathyusha,3
Dunna Nikitha Rao,3
Kaipa Chandana Sree,3
Robbi Rahim,1
Abdul Wahid,1
Daniel S. Berman,1
Anna L. Buczak,1
Jeffrey S. Chavis,1
Cherita Corbett,1
Nadine Kashmar,1
Mehdi Adda,4
Mirna Atieh,1
Hussein Ibrahim,4
Lydie Bednarczyk,1
Daniel Reichenpfader,1
Amon Kenna Ette,1
Jamil Zaghir,1
Yuanyuan Zheng,1
Adel Bensahla,1
Mina Bjelogrlic,1
Jiakun Zheng,1
Junjie Wang,1
Jing Shen,1
Ruopeng An,1
Enas Mohamed Ali Quteishat,1
Cornelius C. Agbo,1
Qusay H. Mahmoud,4
Johan Eklund,1
Harsha Patil,1
Vikas Mahandule,1
Rutuja Katale,1
Shamal Ambalkar,1
Alex Wilner,1
Sarah Beach-Vaive,1
Catherine Carbonneau,1
Graeme Hopkins,1
Félix Leblanc,1
Ismail Dergaa,1
Karim Chamari,1
Piotr Żmijewski,1
Helmi Ben Saad,1
Alice Qian Zhang,1
Ryland Shaw,1
Jacy Reese Anthis,1
Ashlee Milton,1
Emily Tseng,1
Jina Suh,1
Lama Ahmad,1
Ram Shankar Siva Kumar,1
Julian Posada,1
Benjamin Shestakofsky,1
Sarah T. Roberts,1
Mary L. Gray,1
Zhisheng Chen,2
Tran Duc Le,1
Thang Le Dinh,1
Sylvestre Uwizeyemungu,1
Cheng‐Yang Hsieh,1
Chien‐Chou Su,1
Shih‐Chieh Shao,1
Sheng‐Feng Sung,1
Swu‐Jane Lin,1
Yea‐Huei Kao Yang,1
Edward Chia‐Cheng Lai,1
John Tazare,1
Shirley Wang,1
Rosa Gini,1
Daniel Prieto‐Alhambra,1
Peter Arlett,1
Daniel R. Morales Leaver,1
Caroline E Morton,1
John Logie,1
Jennifer Popovic,1
Katherine Donegan,1
Sebastian Schneeweiß,1
Ian Douglas,1
Anna Schultze,1
Minh Chau,1
Mostafejur Rahman,1
Tapas Debnath,1
Vinicius Bobato,2
Kumpanat Thongmai,2
Ana Goulart,4
Karen L. Butler-Purry,3
Yazan A. Alsariera,1
Meshari Huwaytim Alanazi,1
Yahia Said,1
Firas M. Allan,1
Chengxu Li,1
Changbing Shen,1
Ke Xue,1
Xue Shen,1
Yan Jing,1
Zi-Yi Wang,1
Feng Xu,1
Rusong Meng,1
Jianbin Yu,1
Yong Cui,1
Alison Wallace,1
David Beer,1
Roger Burrows,1
Alexandra Ciocănel,1
James Cussens,1
Zhaoyang Liu,1
I. Sumaiya Thaseen,1
Arun Krishna Chitturi,1
Fadi Al‐Turjman,2
Achyut Shankar,1
Muhammad Rukunuddin Ghalib,1
Kumar Abhishek,1
Ricardo Silva Peres,2
Xiaodong Jia,1
Jay Lee,1
Keyi Sun,1
Armando Walter Colombo,1
José Barata,2
Syed Irfan Ali Meerza,2
Luyang Liu,2
Jiaxin Zhang,2
Jian Liu,2
Nakshatresh Kaushik Richa Bhalla,1
Ajay Kumar Garg Potnuri Suribabu,1
Benedikt Obermayer,2
Manuel Holtgrewe,2
Mikko Nieminen,2
Clemens Messerschmidt,2
Dieter Beule,2
Scott D. Kahn,1
Anne Koralova,1
Rabia Khan,1
Dushantha Nalin K. Jayakody,1
Madhusanka Liyanage,9
Kiran Parasa Sasi,1
Abhijeet Sahu,2
Patrick Wlazlo,2
Zeyu Mao,1
Hao Huang,1
Katherine Davis,2
Saman Zonouz,2
Pavel Laskov,1
Edgardo Montes de,1
Wissam Mallouli,1
Luis Brdalo Rapa,1
Athanasios Vasileios Grammatopoulos,1
Fabio Di Franco,1
Raza Nowrozy,3
Mamoun Alazab,9
Mohammad Jabed Morshed Chowdhury,4
Omaru Maruatona,1
Amanda Kuzma,1
Otto Valladares,1
Emily Greenfest‐Allen,1
Heather Nicaretta,1
Maureen Kirsch,1
Youli Ren,1
Živadin Katanić,1
Heather White,1
Andrew Wilk,1
Lauren Bass,1
Jascha Brettschneider,1
Luke Carter,1
Jeffrey Cifello,1
Wei‐Hsuan Chuang,1
Kaylyn Clark,1
Prabhakaran Gangadharan,1
Jacob Haut,1
Pei‐Chuan Ho,1
Wen-Hwai Horng,1
Taha Iqbal,1
Yumi Jin,1
Peter Keskinen,1
Alexis Lerro Rose,1
Michelle K Moon,1
Joseph Manuel,1
Liming Qu,1
Flawless Robbins,1
Naveensri Saravanan,1
Sha Jin,1
Sam Tate,1
Yi Zhao,1
Alzheimer's Disease Sequencing Project,1
Laura Cantwell,1
J. A. Gardner,1
Shin‐Yi Chou,1
Jung‐Ying Tzeng,1
William S. Bush,1
Adam C. Naj,1
Pavel P. Kuksa,1
Wan‐Ping Lee,1
Yuk Yee Leung,1
Gerard D. Schellenberg,1
Li‐San Wang,1
Don van Ravenzwaaij,2
M. de Jong,1
Rink Hoekstra,2
Susanne Scheibe,1
Mark M. Span,1
Ineke Wessel,1
Vera Ellen Heininga,1
Kübra Nilgün Karaca,1
Aydın Çetin,1
Kaustav Bhattacharjee,1
Akm Islam,1
Jaideep Vaidya,1
Aritra Dasgupta,1
Richard Zuech,1
Taghi M. Khoshgoftaar,6
Randall Wald,1
Pawani Porambage,5
Gürkan Gür,2
Diana Pamela Moya Osorio,3
Andrei Gurtov,3
Mika Ylianttila,5
Tommy Shih,1
Hoang Phuc Hau Luu,1
Abdlehak Sakhi,1
v Mukhlisulfatih,1
Ramesh Thakur,1
Diane Ridgeway,1
Mary Theofanos,1
Terese W. Manley,1
Christine Task,1
Anne de Hond,1
Artuur Leeuwenberg,1
Lotty Hooft,1
Ilse Kant,1
Steven W J Nijman,1
Hendrikus J. A. van Os,1
Jiska J Aardoom,1
Thomas P. A. Debray,1
Ewoud Schuit,1
Maarten van Smeden,1
Johannes B. Reitsma,1
Ewout W. Steyerberg,2
Niels H. Chavannes,1
Karel G.M. Moons,1
Ishrag Hamid,1
M. M. Hafizur Rahman,2
Sayed Mahbub Hasan Amiri,1
Mohammad Shakhawat Hossen,1
"Horstmann, Wolfram",1
"Meier Zu Verl, Christian",1
Jan Michal Dubinski,1
Antoni Kowalczuk,1
Stanisław Pawlak,1
P. S. Rokita,1
T. P. Trzcinski,1
Paweł Morawiecki,1
Joshua A. Tucker,1
Andrew M. Guess,1
Pablo Barberá,1
Cristian Vaccari,1
Alexandra Siegel,1
Sergey Sanovich,1
Денис Стукал,1
Brendan Nyhan,1
Aidan Fuller,1
Zhong Fan,2
Charles Day,1
Chris Barlow,1
Margareta Lützhöft,1
Jonathan Earthy,1
Victor Jüttner,1
Martin Grimmer,1
Erik Buchmann,1
Kamalanathan Kandasamy,1
Sethuraman Srinivas,2
Venkat Rangan,1
Yasser Asiry,1
Ricardo Emmanuel Reyes-Acosta,1
Carlos-Alberto Domínguez-Báez,1
Ricardo Mendoza-González,1
Miguel Vargas Martín,1
N’guessan Patrice Akoguhi,1
S. Jan Reddy,1
Unnati Narang,1
Vishal Sachdev,1
Ruichun Liu,1
Ishtiaque Ahmed,1
K Thejeswari,1
K. Sreenivasulu,2
B. Sowjanya,1
Folasayo I Ayoola,1
Titus Oloruntoba Ebo,1
Akinsola J Asaolu,1
Eghosasere Egbon,1
Anukali Pramod Kumar,1
D. Teja Santosh,1
Faisal Al-Akayleh,1
Mayyas Al‐Remawi,1
Ahmed S.A. Ali Agha,1
Firoj Parwej,1
Syed Qamar Abbas,1
Jai Pratap Dixit,1
Nikhat Akhtar,1
Anurag Kumar Jaiswal,1
Mansour Amini,1
Latha Ravindran,1
Kam-Fong Lee,1
Ahmad Ali,1
Ahmad Kamran,1
Mansoor Ahmed,1
Basit Raza,1
Muhammad Ilyas,1
Sita Rani,2
Aman Kataria,1
Vishal Sharma,2
Smarajit Ghosh,1
Vinod Karar,1
Kyungroul Lee,2
Chang Choi,1
Sukanlaya Sawang,1
Robbert Kivits,1
P. Siva,1
Cherukuri Sudhish,1
Ogirala Divyanand,1
K Madhuri,1
Koen Tange,2
Michele De Donno,2
Xenofon Fafoutis,1
Ashish Gupta,5
Ofir Turel,1
Joanne Nabwire Lyanda,1
Salmon Oliech Owidi,1
Aggrey Mukasa Simiyu,1
Inna Kouper,1
Stacy Stone,1
Elochukwu Ukwandu,1
Mohamed Amine Ben Farah,1
Ivan Andonović,1
Luca Bertolaccini,1
Pierre‐Emmanuel Falcoz,1
Alessandro Brunelli,1
Hasan Fevzi Batırel,1
József Furák,1
Stefano Passani,1
Zalán Szántó,1
Lin Liu,2
Tatjana Legler,2
Vinit Hegiste,2
Ahmed Anwar,2
Martin Ruskowski,1
Mehrnoosh Monshizadeh,1
